,tweets,time
842,"الكل وكف للملكه بس واحد بقه كاعد 😅😂
#HOTD 
#HouseOfTheDragon #ديمون https://t.co/Uv3Dequ3mf",2022-09-21 16:19:08+00:00
843,"Love this
#HOTD #Succession https://t.co/0PJWCbIPE9",2022-09-21 16:17:52+00:00
844,"Ser Criston will become everything you hate. A man who goes from Jedi knight to a Sith. 

#hotd https://t.co/5NFYd7bM6U",2022-09-21 16:17:45+00:00
845,"Daemon seeing everyone stand up for Alicent and wondering why 🤔🤨

#HouseOfTheDragonHBO #HouseOfTheDragon #HOTD #DaemonTargaryen https://t.co/iq51sMjLen",2022-09-21 16:17:44+00:00
846,La cadena de moda Stradivarius ha decidido lanzar una línea de ropa inspirada en la serie House of the Dragon! No te la pierdas! #Uruguay #compraonline y nosotros te lo traemos! #HouseOfTheDragon #HOTD Link 👉https://t.co/6twrPdoG5C https://t.co/ThGUMRot2G,2022-09-21 16:16:39+00:00
847,#HouseOfTheDragon #HOTD #targaryen #FireandBlood https://t.co/EAwsOfCVyN,2022-09-21 16:16:25+00:00
848,"🚀 #HouseOfTheDragon #HOTD #episode  
Source: https://t.co/3aSxKdW0MU https://t.co/aBdsDrvZhX",2022-09-21 16:15:36+00:00
849,Sotto un treno per Ser Harwin Strong #HOTD,2022-09-21 16:14:02+00:00
850,"Me parece una auténtica vergüenza que se mofen de Emma D’Arcy solo porque es nb 
Una vergüenza #hotd https://t.co/2GkMAadl4o",2022-09-21 16:13:45+00:00
851,"I was disappointed that #HOTD fell to the “unalive the gays” trope, certainly there were other ideas in the room, no? Not even in 2022, we’re still doing this? OK. *sighs in Gen X weariness*",2022-09-21 16:13:03+00:00
852,All eyes are turning to the knight at the center of Westeros's greatest secret. #HOTD https://t.co/vpgv2tw2Kb,2022-09-21 16:09:08+00:00
853,MANO #HOTD #HouseOfTheDragon #HouseOfTheDragonHBO https://t.co/BausJIa7qd,2022-09-21 16:08:11+00:00
854,"Matt Smith as ‘Daemon Targaryen’
‘House of the Dragon’ Episode 5.
Inside the Episode🔥
‘We Light the way’
#MattSmith #DaemonTargaryen #HouseOfTheDragon #Hotd #WeLightTheWay 
https://t.co/92el5d0GrD",2022-09-21 16:05:04+00:00
855,"Vidro de Dragão!
#HOTD #HouseOfTheDragon #GameOfThrones https://t.co/35jjJBJNuk",2022-09-21 16:04:49+00:00
856,Caught up on #HOTD .  Every wedding episode seems to go sideways in Westeros lol,2022-09-21 16:04:16+00:00
857,"""Congratulations, stepdaughter. What a blessing this is for you.""
#HouseOfTheDragon #HOTD https://t.co/CxUap6szp8",2022-09-21 16:04:10+00:00
858,"Alicent depois que descobriu a verdade sobre Rhaenyra mudou um pouco seu jeito de agir e deve ter algo em mente pra ter salvo Ser Criston, Rhaenyra casou-se com Laenor e rei Viserys faleceu no casamento, esse episódio foi bem importante pra temporada
#HOTD
House Of The Dragon 1x5",2022-09-21 16:02:44+00:00
859,But then again lets be real for a second. Did he actually think that would work like be serious criston #hotd,2022-09-21 16:02:23+00:00
860,My enemy’s enemy is my friend. #HOTD https://t.co/gfhNhmHLR5,2022-09-21 16:00:00+00:00
861,i still haven’t watched #HOTD yet shit,2022-09-21 15:59:18+00:00
862,"Omg! I can't wait! 
#HOTD #HouseOfTheDragon https://t.co/LRWOg0VQv2",2022-09-21 15:58:16+00:00
863,"Os dois lados da Dança dos Dragões representam A MESMA COISA. Essa tentativa de levar a causa dos Verdes e Negros pra um debate moralizante e como reflexo de nossa política hoje é simplesmente ridículo. Estamos falando de um sistema monárquico #HOTD

https://t.co/mI3yVB6CV8",2022-09-21 15:56:42+00:00
864,"Viserys is a chill dude who just wanted to vibe and play with his Valyrian Lego set

The real tragedy of HOTD #HouseOfTheDragon #HOTD https://t.co/BtukCRAgZv",2022-09-21 15:55:50+00:00
865,I don't think we're talking about and praising Harwin Strong enough for how he cleared that melee in #HOTD . My care for him went from 😒 to https://t.co/YxU6DVT4DV,2022-09-21 15:53:27+00:00
866,I mean... #HOTD #HouseOfTheDragonHBO https://t.co/3qMzpT6NmE,2022-09-21 15:51:49+00:00
867,#HOTD SQUAD! https://t.co/TERAio3c1H,2022-09-21 15:50:52+00:00
868,Amo cada caricatura que hacen de #HOTD 😍💘 son perfectos 🔥,2022-09-21 15:50:42+00:00
869,"episode 6 is coming
#HouseOfTheDragon #HOTD https://t.co/9EsBvZ8lZt",2022-09-21 15:50:42+00:00
870,"İnsanlar ciddi ciddi got evrenini günümüz politik ve ahlaki normaları üzerinden okuyor burada. Hani CİDDİ CİDDİ. Cık cık cık cık 
#HoTD",2022-09-21 15:49:49+00:00
871,this is a Dae Dae stan acct #hotd https://t.co/dJk7XoH9eB,2022-09-21 15:49:11+00:00
872,"Fabien Frankel habló sobre la incomodidad de grabar este tipo de escenas. 😱 #HouseOfTheDragon
#hotd https://t.co/U4vMw6dZbP",2022-09-21 15:49:03+00:00
873,The last episode of #HotD was watched by 29m people https://t.co/QNKOVQ0a7F,2022-09-21 15:48:18+00:00
874,"how quickly the tides have turned 
#HouseOfTheDragonHBO #HOTD https://t.co/NsQpo6DSyx",2022-09-21 15:46:20+00:00
875,its really that simple #HouseOfTheDragonHBO  #HouseoftheDragon #HOTD https://t.co/bEHzemM8oq,2022-09-21 15:43:39+00:00
876,yooo i mean #HOTD https://t.co/oc6XgoEBxH,2022-09-21 15:41:56+00:00
877,Ser Criston the side chic!🤦‍♂️😂 #HOTD https://t.co/98pbUi4nrB,2022-09-21 15:41:13+00:00
878,Day 8 of petitioning @HBO to sell an official replica Blackfyre sword. #HOTD,2022-09-21 15:38:53+00:00
879,Re de trolo ser team verde #HOTD,2022-09-21 15:38:24+00:00
880,"Disclaimer: this is my opinion

Idk how you can root for the greens in #HOTD even reading the book I was always team black. The only interesting character on the greens is aemond &amp; wait until you see what my boy Demond does to him #HouseOfTheDragonHBO #HouseTargaryen #TeamBlack",2022-09-21 15:37:31+00:00
881,"«أمتلكَ الملكُ فسيريس تارغارين الأول طبيعةً كريمةً وطيّبة، وكان محبوبًا من لُورداتهِ والعامّة على حدٍّ سوَاء. كان حكمُ الملكِ الشَّاب كما أطلق عليه العامّة حين صعُوده العرش مسالمًا ومزدهرًا، ولم يكُن هنالك مثيلٌ لكرِم جلالته، وأصبحت القلعة الحمراء مكانًا للغناء والبهجة»

#hotd https://t.co/WS285xM4sj",2022-09-21 15:36:50+00:00
882,What if Milly Alcock came back to #HOTD with darker (curly) hair playing Nettles? 😭 #HouseOfTheDragon,2022-09-21 15:35:42+00:00
883,"Bon on est mercredi fin d'après-midi, j'estime que je suis désormais en mesure de parler spoilerement de #HOTD #HouseOfTheDragonHBO sans état d'âmes, sinon ben masquez-moi😅 purée à l'époque j'aurais fait une room hebdo après chaque épisode sur Clubhouse 😭😭😭",2022-09-21 15:35:36+00:00
884,"If you think Daemon Targaryen is the badass character of #HouseOfTheDragonHBO then wait till you see Aemond Targaryen.

#HouseOfTheDragonHBO #HOTD",2022-09-21 15:31:46+00:00
885,this last episode of #HOTD is so kuuunt 🤭,2022-09-21 15:30:06+00:00
886,"#ANDOR (2022) is easily the most adult of the #STARWARS spin-offs in its tone and look. Epic in scope, with a depth to each character.
It is slow to start, and you  need to watch all 3 episodes that dropped today to appreciate it.
It’s like #HOTD w/o the boobs and dragons. https://t.co/dbYjshkaMj",2022-09-21 15:28:15+00:00
887,Trying not to say how much I lust him because #HOTD Gods will hear me and kill him in the most fucked up way https://t.co/tSMsRipP1t,2022-09-21 15:28:08+00:00
888,Seasmoke 🌊💨🐉. #HouseOfTheDragon #HOTD #HouseOfTheDragonHBO #Dracarys #DracarysApp #Seasmoke https://t.co/8tyrxomwaF,2022-09-21 15:25:35+00:00
889,"""hOw dID cRiStOn cOlE wAlK aWaY"" freefolk brainrot.
#HOTD #HouseOfTheDragon #HOTDep5 #HouseOfTheDragonHBO #HouseOfTheDragonEp5 https://t.co/utZoykGmYw",2022-09-21 15:25:26+00:00
890,Déjà Cersei Lannister avait plus de charisme que tous les personnages de #HOTD réunis!,2022-09-21 15:24:17+00:00
891,"Meleys, The Red Queen 💋👸🐉. #HouseOfTheDragon #HOTD #HouseOfTheDragonHBO #Dracarys #DracarysApp #Meleys🐉 #TheRedQueen💋👸 #RedQueen💋👸 https://t.co/M4mz9XtIqX",2022-09-21 15:24:11+00:00
892,"#Andor  Spoiler
.
.
.
.
.
Funny how #HOTD can deliver the term “Cuntstruck” and I don’t blink an eye. One “Shit” bomb in #StarWars and I’m like https://t.co/0YtvRLkyjh",2022-09-21 15:22:22+00:00
893,"Catching up on #HOTD and it's truly such a missed opportunity of GRRM and the show, that they didn't make Rhaenyra and Alicent outright queer and in love with eachother, that would've just made it all twice as dramatic and would've added an extra layer",2022-09-21 15:21:51+00:00
894,GREENS! 💚 BLACK! 🖤 and everybody else make sure to check out our latest review of #HOTD https://t.co/hWZzhDWP8u,2022-09-21 15:21:28+00:00
895,Enjoying #HotD so far. That rat at the end of ep 5 was straight out of ending scene of The Departed.,2022-09-21 15:20:46+00:00
896,"Several goals Daemon might've wanted to accomplish by killing Rhea Royce:

• The inheritance of Runestone
• A crucial seat &amp; power base in Westeros, that Runestone would give him
• Marrying the heir to the Iron Throne, Rhaenyra

#HouseOfTheDragonHBO #HOTD  #HouseTargaryen https://t.co/2DVVnakl5h",2022-09-21 15:20:00+00:00
897,"Ich verfolge House of the Dragon #HOTD nur via Podcasts, die die aktuellen Folgen besprechen, weil es mir so klingt, als würde da wieder besonders viel exzessive und exploitative Gewalt eingesetzt und das brauche ich einfach gar nicht in meinem Leben.",2022-09-21 15:18:48+00:00
898,"Unpop opinion: Despite Daemon’s shenanigans, at the end of the day he is loyal to his brother.

Him not standing is in protest to Alicent’s treasonous display. By wearing Hightower 🟢, she is disrespecting Vicerys, his heir and House Targaryen🇦🇱⬛️. 

She crossed the line.

#HOTD https://t.co/JLhVA9oQxr",2022-09-21 15:18:22+00:00
899,Never forget cris beat a gay man to death BECAUSE HE WAS MAD Rhaenyra fucked him bc she couldn't fuck her uncle fk feeling sorry for him she aint force him #HOTD #RhaenyraTargaryen,2022-09-21 15:17:56+00:00
900,Eu e minha casa servimos à rainha Rhaenyra #HouseOfTheDragonHBO #HouseOftheDragon #hotd https://t.co/PTe07DBScz,2022-09-21 15:16:05+00:00
901,Milly Alcock. My realm's delight. 😍😍😍 #WCW #HOTD #HouseOfTheDragon https://t.co/qgJRF61QxE,2022-09-21 15:14:56+00:00
902,"Can ep.6 never come? Thanks. 😩😭💔 Harwin..
#HARWINSTRONG #HouseOfTheDragon #HOTD #houseofthedragonhbo #RhaenyraTargaryen https://t.co/DkLD3zfsUB",2022-09-21 15:13:45+00:00
903,rhaenyra and alicent fanfiction be like #HOTD https://t.co/12YzelHP3j,2022-09-21 15:13:22+00:00
904,If Daemon flew from the stepstones to runestone in the books when he heard she died how is it implied he killed  her in the books? #HoTD #HBO,2022-09-21 15:10:17+00:00
905,Dae Dae aint shit #HOTD,2022-09-21 15:09:50+00:00
906,"Alicent really mad cuz Rhaenyra didn't tell her she was getting dicked-down on a regular... Like gurl pleeeaaazzz, you didn't tell about you being  her stepmother ! #HOTD  #HouseOfTheDragon https://t.co/ed1Y4VR6vh",2022-09-21 15:09:46+00:00
907,Smug ass little the pissant #HOTD  I can just tell. #HouseOfTheDragonHBO https://t.co/kpNtW9J3aG,2022-09-21 15:09:46+00:00
908,"#HouseOfTheDragon #HOTD #Rhaenyra #DaemonTargaryen 

leaving this here so that you see how much my babies are in love 😭 https://t.co/AhVKovaMn6",2022-09-21 15:09:36+00:00
909,"I love that the writers are leaning very subtly into the fan theory that the maesters were anti-dragon and sabotaging dynasties by showing how Mellos neglects to give proper care to Viserys. But my man, like a cockroach, fights off his illness to see another 10 years pass. #HOTD",2022-09-21 15:08:58+00:00
910,"Lena Headey used to think of all the hate she got for playing 'Cersei Lannister' as a compliment.
And if you hate a character so much that you can't stand them, then the actor has clearly done a great job. 

#HouseOfTheDragonHBO #HOTD https://t.co/N9DZLOxQPS",2022-09-21 15:07:53+00:00
911,"Laena Velaryon riding the biggest dragon in Westeros, Vhagar

#hotd #houseofthedragon https://t.co/t0E7NpvEnk",2022-09-21 15:05:19+00:00
912,I finally have the time to watch #hotd   I got spoiled a little though but i can finally watch it,2022-09-21 15:05:13+00:00
913,"If the ending comes...
#HOTD #HouseOfTheDragon #daemyra #daenyra https://t.co/U5ZxXZS9Rv",2022-09-21 15:05:12+00:00
914,"#HOTD 
Hopefully, everyone's caught up on House of the Dragon. I'm not going to recap it, just some quick observations.",2022-09-21 15:03:33+00:00
915,in a single episode ser criston cole has gone from being likable to being hated with my whole soul #HOTD,2022-09-21 15:03:26+00:00
916,"#PaddyConsidine Explains What Worries King Viserys in #HouseOfTheDragon 

#ViserysTargaryen #MattSmith #DaemonTargaryen #HotD #HouseTargaryen @HouseofDragon

https://t.co/sSsP702l1g",2022-09-21 15:03:22+00:00
917,"Jacaerys Velaryon saying ""Dracarys"" to Vermax 🥹

#hotd #houseofthedragon https://t.co/d1ngxP44I1",2022-09-21 15:02:28+00:00
918,"M - #HOTD / #RickandMorty / #RunningMan 
W - #Andor 
Th - #SheHulkAttorneyAtLaw 
F - #RingsofPower 

We badly need a Tuesday show 👑",2022-09-21 15:02:08+00:00
919,"The stakes are quite high for Queen Alicent. #HOTD #HouseoftheDragon #WeLightTheWay 

Full podcast on YouTube: https://t.co/FYAhVDHXrC https://t.co/sPkjlf8NRU",2022-09-21 15:01:23+00:00
920,"Basically Alicent the whole wedding.
#HouseOfTheDragon #HOTD https://t.co/zUOUXetHOm",2022-09-21 15:00:59+00:00
921,"Passo pano mesmo!!!

#HBO #hbomax #targaryen #got #domingot #HOTD https://t.co/fXgzlTmONw",2022-09-21 15:00:32+00:00
922,Anyone else get this notification? “Westeros is in mourning and the skies are awash with dragons.” I got it this morning and have since seen MANY wild dragons flying around! #dracarys #DracARysApp #HOTD #HouseOfTheDragon https://t.co/iDKFX5B7JY,2022-09-21 15:00:24+00:00
923,tilt and dresses HELP #hotd https://t.co/W6FmKG3ec3,2022-09-21 14:59:32+00:00
924,quero uma namorada viciada em #hotd tanto quanto eu,2022-09-21 14:58:58+00:00
925,"I gotta rewatch #HoTD 
Did the Queen stop repping the house? What was the green about? 

Also, why did battle of the lovers happen like that? Just beat him silly cause he knew they bed? 

Uncle Daemon…has got to go! I know that for sure😂",2022-09-21 14:57:49+00:00
926,Larys telling #Alicent about the tea — Instruction by #LyonelStrong? #LarysStrong’s own volition? #HouseOfTheDragon #hotd #HouseOfTheDragonHBO,2022-09-21 14:57:27+00:00
927,emma d’arcy aka aged up rhaenyra is nb just so yall know they them pronouns #HOTD #HouseOfTheDragon,2022-09-21 14:55:47+00:00
928,"Other series:
“Please don’t go”

#hotd  
“I do not wish you to leave”",2022-09-21 14:55:27+00:00
929,"El antes y el después 😳😱
#Rhaenyra     
#Syrax    
#HouseoftheDragon         
#HouseOfTheDragonHBO       
#LaCasaDelDragón     
#HouseOfTheDragonEp6
#HOTD https://t.co/xPnPsQ990c",2022-09-21 14:53:53+00:00
930,emocionado e traidor #hotd https://t.co/VflxVuPOi1,2022-09-21 14:53:13+00:00
931,"Why do you think was the #DaemonTargaryen #RheaRoyce marriage unconsummated? She said no? Daemon couldn’t get it up? Daemon could, but didn’t want to bed a woman who loathed him? Something else? #HouseOfTheDragon #hotd #HouseOfTheDragonHBO",2022-09-21 14:53:08+00:00
932,Ok. I'm super late. Was wondering what long ago published book was the source material for #HotD and it's actually a new book Martin published in 2018?!?,2022-09-21 14:53:00+00:00
933,ICYMI: #HBO shared a special sneak peek at #EmmaDArcy's debut as Princess #RhaenyraTargaryen in the sixth episode of #HouseOfTheDragon. / #HOTD #GameOfThrones #GOT #GRRM #GeorgeRRMartin https://t.co/5Mwvdx4j6i,2022-09-21 14:51:44+00:00
934,"عيالهم جالطينهم 
#HOTD | #HouseOfTheDragon https://t.co/QBsqgosXG9",2022-09-21 14:51:31+00:00
935,First look at #HouseOfTheDragon Episode 6 #HOTD  https://t.co/auVCVHrixR,2022-09-21 14:51:09+00:00
936,"Caras vemos, #SerCriston no sabemos 

#HOTD
#RhaenyraTargaryen
#HouseTargaryen
#LaCasaDelDragón 
#HouseOfTheDragon",2022-09-21 14:50:51+00:00
937,"Maybe it’s because I read Fire and Blood, but Ser Criston Cole will literally never get an ounce of sympathy from me #HOTD #FireandBlood",2022-09-21 14:50:16+00:00
938,Sunday Scaries have been replaced with excitement for #HOTD https://t.co/nlpBr3v5EJ,2022-09-21 14:49:38+00:00
939,Prediction: Will #DaemonTargaryen be recognised as #RheaRoyce’s heir? #HouseOfTheDragon #hotd #HouseOfTheDragonHBO,2022-09-21 14:47:35+00:00
940,Prediction: Will we see New Castle in White Harbor (seat of #HouseManderly) at some point in #HouseOfTheDragon? #hotd #HouseOfTheDragonHBO,2022-09-21 14:46:40+00:00
941,"For shit's sake, #HOTD isn't extolling the heteronormative and binary society of Westeros. It's literally saying the opposite.

""Like Game of Thrones, House of the Dragon has a queer problem"" by @BritishGQ 
https://t.co/BteSW2yTll",2022-09-21 14:45:44+00:00
942,"king viserys targaryen, episode 4.
#HouseoftheDragon    #HOTD https://t.co/LdAzOI84mX",2022-09-21 14:45:30+00:00
943,"#HOTD #Succession 
#HouseTargaryen 
#HouseOfTheDragonHBO 
#HouseTargaryen https://t.co/q7y7cJoJfk",2022-09-21 14:44:37+00:00
944,i don’t trust people who are team green #HOTD,2022-09-21 14:42:35+00:00
945,"Criston “you owe it to me to abdicate your throne because we banged one time or I’ll literally shred your kingdom apart because of My Honor” Cole

#hotd",2022-09-21 14:42:34+00:00
946,"My babies 🖤🔥❤️💥
😩😭💔
#HARWINSTRONG #HouseOfTheDragon #HOTD #houseofthedragonhbo #RhaenyraTargaryen https://t.co/g9cpA8ymYk",2022-09-21 14:41:14+00:00
947,"The beacon on the Hightower 🔥

Do you know what colour it glows, when Oldtown call its banner for war?

Green💚💚

#AlicentHightower #Alicent #HOTD #HouseOfTheDragonHBO #HouseOfTheDragonEp5 #HouseTargaryen @EmilyCareyBR 
#EmilyCarey #GameOfThrones #HouseOfTheDragon https://t.co/bZf3BsOiPK",2022-09-21 14:40:33+00:00
948,i dont even watch #hotd but like I already miss young rhaenyra,2022-09-21 14:40:05+00:00
949,"man, i’m gonna be a full blown diaper baby next episode of #hotd when vhagar appears. gimme that big dinosaur dragon",2022-09-21 14:39:41+00:00
950,"""House of the Dragon,"" Episode 5, Incredible Writing, Thoughtful Storytelling, As Strong as ""Game of Thrones"" - NFC Podcast

https://t.co/azTqhOWk36

#HouseoftheDragon #HOTD #GameofThrones",2022-09-21 14:39:00+00:00
951,"#HouseOfTheDragon #CristonCole justifica su estúpido y brutal arrebato al final del 1x05 de #LaCasaDelDragón

#HOTD 

#HouseOfTheDragonHBO

💥SPOILERS💥

💥SPOILERS💥 https://t.co/xRIOCYq0uC",2022-09-21 14:37:40+00:00
952,"Let's Go!

#HouseOfTheDragon    #HOTD    #FireandBlood    
https://t.co/rqy5omrQ5V https://t.co/MrRxosiQ6B",2022-09-21 14:36:40+00:00
953,"A diferencia de Joffrey estos nenes son paridos por la mismisiMA heredera legítima al trono 
#HOTD https://t.co/6zA110eUVI",2022-09-21 14:36:04+00:00
954,"Criston Cole is mad at Rhaenyra for Not rejecting her duties and inheritance for his fragile ego? what a LDE, selfish little bitch. #HOTD",2022-09-21 14:35:57+00:00
955,New photo from House of the Dragon of Olivia Cooke as Alicent Hightower. Episode 6. Credit: @dragonmcmx  #HouseOfTheDragonHBO #HoTD https://t.co/TICrUBYxi5,2022-09-21 14:35:40+00:00
956,Alicent demanding Rhaenyra to come before her right after she gave birth is so foul omfg it’s Cersei levels of evil #hotd #HouseOfTheDragon https://t.co/WMQ1O7VXph,2022-09-21 14:34:58+00:00
957,Spotted this at Springs Mall #HOTD🐉 https://t.co/LeS0ZCEBmK,2022-09-21 14:34:15+00:00
958,Gonna keep watching and waiting for #HOTD to come close to it but nah it wont https://t.co/viat420l5f,2022-09-21 14:28:17+00:00
959,"A great detailed map of Westeros

#hotd #houseofthedragon https://t.co/epF3tFKo1K",2022-09-21 14:27:42+00:00
960,"All the haters getting emotional abt #CristonCole saying he's some virginal idiot who went evil bc he got rejected is hilarious
His book description=Lady killer &amp; he told R: I had an adventurous youth i.e. he messed around a lot before her
He ❤️ himself &amp; his honor NOT her 
#HOTD",2022-09-21 14:26:40+00:00
961,"House of the Dragon averaging 29 Million viewers per episode, audience rises 3% in week 5

#hotd #houseofthedragon https://t.co/7GWxx0dxTV",2022-09-21 14:26:38+00:00
962,My Caraxes is almost finish.. I'll be done painting it just before episode 6 comes out.. #HOTD #HouseOfTheDragonHBO #caraxes https://t.co/e7qD3r2aZt,2022-09-21 14:26:24+00:00
963,"In the end he really did... 🥺
#HOTD #HouseOfTheDragonHBO #daemyra #daenyra #Targaryen https://t.co/zxlwsP52Tz",2022-09-21 14:26:10+00:00
964,"Esse povo é uma praga mesmo kkkk o pobi do Viserys meu Deus, o que fizeram com você, meu rei? 

#hotd #viserys https://t.co/QQub84IjyQ",2022-09-21 14:25:47+00:00
965,And can you dance to it? #HOTD https://t.co/Ad7QFCq8Co https://t.co/hpgfKMD3UW,2022-09-21 14:24:59+00:00
966,"Here’s your first look at Emma D’Arcy [Rhaenyra] and John Macmillan [Laenor] in the next episode

#houseofthedragon #hotd https://t.co/oqYENfqFIa",2022-09-21 14:24:25+00:00
967,I will defend her at all costs #hotd https://t.co/nQU6CAamON,2022-09-21 14:23:54+00:00
968,"Miercoles con M de ""Me estremesco cada que veo a Emma D'arcy"" #HOTD https://t.co/2SJcAmIlrD",2022-09-21 14:23:33+00:00
969,Which #HouseOfTheDragon character is the LEAST likely to watch #HouseOfTheDragonHBO ? #hotd #DaemonTargaryen #HarwinStrong #CristonCole #JasonLannister,2022-09-21 14:22:44+00:00
970,January 6th rioters enter chat #houseofthedragon #hotd https://t.co/w7FffNcvyz https://t.co/uok2cMRfCQ,2022-09-21 14:21:56+00:00
971,"Go Get U a @HOTDNFT  NOW! Simple, If you aren’t with it..you are without it! Minting FREE Saviors now if you own a HOTD NFT! #NFTGiveaway #NFTDay #HOTD https://t.co/EDRSiWVNok",2022-09-21 14:21:36+00:00
972,I need an #HotD super-cut to The Lion King's 'Be Prepared',2022-09-21 14:21:30+00:00
973,"Se a Alicent tem 1000 haters, eu sou um deles
Se a Alicent tem 100 haters, estou entre eles
Se a Alicent  tem 1 hater, sou o  inimigo
Se a Alicent não tem haters, eu não existo  #HOTD https://t.co/QGOzmYSQgw",2022-09-21 14:20:33+00:00
974,"Her highness 👑
#HotD https://t.co/avywinYClc",2022-09-21 14:18:36+00:00
975,"Rhaenyra at the Wedding
HBO / House of The Dragon

Thank U everything Milly Alcock 
#HOTD https://t.co/GnxiXAjKQm",2022-09-21 14:16:36+00:00
976,"If I remember correctly he takes her out for ice cream after this! Such a beautiful bonding moment🙃 #hotd #GameOfThrones #HouseOfTheDragonHBO
#HouseOfTheDragon https://t.co/EA8lrax2gB",2022-09-21 14:14:44+00:00
977,"Todos si tuviésemos un dragón🙂 Estamos de acuerdo? 🔥
#GameOfThrones #HOTD 
#FireandBlood https://t.co/ZGoN4iBX82",2022-09-21 14:14:28+00:00
978,"Après le mariage de feu 🔥 de #HOTD l'équipe de @Season1 vous passe la bague au doigt dans ce nouveau numéro dédié à #TheRingsOfPower 💍
Thread 1/7 🧵 https://t.co/oO8iANXKrX",2022-09-21 14:12:23+00:00
979,"Matt Smith as ‘Daemon Targaryen’
‘House of the Dragon’ Episode 4.
‘King of the Narrow Sea’
#MattSmith #DaemonTargaryen #HouseOfTheDragon #Hotd #KingoftheNarrowSea 
Image HBO #Hbo https://t.co/l0A0gRl1wG",2022-09-21 14:11:44+00:00
980,Ma io scopro solo ora che l'attore di Ser Harwin aveva fatto lo Sleepover Club? STO MALEE #hotd,2022-09-21 14:11:29+00:00
981,#HOTD EP ล่าสุดจบมากเข้มข้นมาก,2022-09-21 14:11:20+00:00
982,"I just realized what he did for her in the end... 🥺😫
#HOTD #HouseOfTheDragonHBO #daemyra #daenyra 
#targaryen https://t.co/rpt9H4R3BI",2022-09-21 14:10:45+00:00
983,too lazy to do schoolworks i might just watch #hotd https://t.co/2CO0jBxpME,2022-09-21 14:10:37+00:00
984,now that it’s been two days since the #HOTD episode I feel safe enough to tweet this but Rhaenyra &gt;&gt;&gt;&gt; Daenerys idc https://t.co/ykJpkmBsDm,2022-09-21 14:05:53+00:00
985,Just finished the latest @RadioWesteros #HOTD review episode. As usual it’s pure perfection. Thanks @theyolkboy @ladygwynhyfvar @emilyoftheeyrie for the great content!,2022-09-21 14:04:35+00:00
986,"Laenor: 'Was it terribly painful?'
#Rhaenyra: 'I'm going to pretend you never said that.'
Laenor: 'Thank you.'
#HOTD #HouseOfTheDragon https://t.co/tPirsY64RI",2022-09-21 14:03:45+00:00
987,Fuck Criston Cole btw #HouseOfTheDragon #HotD,2022-09-21 14:03:06+00:00
988,"🚨NEW EPISODE🚨
#HouseoftheDragon   #HotD   #PodsInColor #Podcast #AThousandEyesAndOne https://t.co/RIyH7lOmdH",2022-09-21 14:02:34+00:00
989,"Eu tirei: Alicent! E você?

UAARAGAHJ SOCORRO  https://t.co/rues7YnovM #aCasaDoDragao #hotd #houseOfTheDragon #got #gameOfThrones #serie #series via @Quizur_PT",2022-09-21 14:02:12+00:00
990,"Alicent: Ser Criston I-
Criston:

#HOTD #HouseOfTheDragon https://t.co/Tfv21nWfKJ",2022-09-21 14:01:45+00:00
991,"10 years later and Ser Harrold Westerling is finally ready to bring the pain to Ser Plot Armor, aka He Who Should've Been Gelded &amp; Sent To the Wall?
#HOTD #HouseOfTheDragon https://t.co/TXkqDNftqY",2022-09-21 14:01:16+00:00
992,But does it make a good song? #HOTD https://t.co/UC5fWpErtm,2022-09-21 14:00:18+00:00
993,"Stannis burned his own daughter after this😂😂

Afu oya @ponyanya4 #HOTD plot nzima hii apa https://t.co/QFB8sqfXsX",2022-09-21 13:59:19+00:00
994,"Desculpa, mas eu ri fazendo... 

#HouseOfTheDragon #HouseOfTheDragonHBO #HOTD #CristonCole https://t.co/phQf1OpXfS",2022-09-21 13:59:11+00:00
995,"At the time of the Dance, do you think #HouseHightower was more powerful than their overlords, #HouseTyrell? #HouseOfTheDragon #hotd #HouseOfTheDragonHBO",2022-09-21 13:57:31+00:00
996,"Lo que viene 😲😲😲😲😲
#HOTD https://t.co/DcYsZeyBNa",2022-09-21 13:57:07+00:00
997,"So Alicent has the audacity to demand Rhaenyra and baby Joff to see her immediately after birth?? I'd like to see her try that again when Steve from Blue Clues is there 🤨

#hotd https://t.co/7CeHyTsDfx",2022-09-21 13:56:59+00:00
998,Nah Because we need to talk about Rhaenyra's Children and Why I love them so muchhhh! Book Spoilers in this video fam https://t.co/g1zRANPkL1 #HOTD #HouseOfTheDragon https://t.co/ex0Jc3uUcO,2022-09-21 13:56:11+00:00
999,Do you think we’ll see Oldtown in #HouseOfTheDragon ? #hotd #HouseOfTheDragonHBO,2022-09-21 13:55:20+00:00
