,tweets,time
348,"YES, it is The Return of The @hypeswatch , talking mid-season of #HouseOfTheDragon, going LIVE soon!  #HotD   https://t.co/ujJ3cuFAGC",2022-09-22 01:07:29+00:00
349,How tired are you feeling today? Not so much? Like you just rode across the Kingswood? Like you just finished Nine Voyages?  #HouseOfTheDragonHBO #hotd #HouseOftheDragon,2022-09-22 01:06:59+00:00
350,Maybe he's playing the game of thrones or maybe Larys is just socially awkward because he's been disabled his whole life and never really had any friends so that's why he enjoys gossiping so much #hotd #HouseOfTheDragonHBO,2022-09-22 01:06:07+00:00
351,Really looking forward to more of Harwin and Larys interacting. It's endearing to see Harwin smile around his younger brother #hotd #HouseOfTheDragonHBO,2022-09-22 01:05:10+00:00
352,thinking about daemon's hands and daggers send help #daemontargaryen #hotd https://t.co/feRr4wdjUg,2022-09-22 01:02:53+00:00
353,"Do you think #Rhaenyra will be a great queen?

#HouseOfTheDragon 
#HouseOfTheDragonHBO 
#HOTD
#HouseTargaryen",2022-09-22 01:02:27+00:00
354,Team Green or Team Black? #hotd https://t.co/rdsLqCN5AX,2022-09-22 01:01:34+00:00
355,Im curious to see if anyone ends up supporting the Greens once this war starts #hotd,2022-09-22 01:01:14+00:00
356,"Anyway, I hope in a few weeks to be able to write up In Defense of [REDACTED], Second of his Name.
(I keep tweeting this to obligate myself. Don't let me chicken out.)
#HOTD",2022-09-22 01:00:20+00:00
357,The episodes of #HOTD are never long enough. I always want more.,2022-09-22 01:00:13+00:00
358,"Não posso ler Fogo &amp; Sangue porque a Viola não deixa kkkkk não se pode nem ler em paz mais! Só quem é mãe de gato sabe 🤣💗

#HOTD #HouseOfTheDragon #HouseOfTheDragonHBO #CatsOfTwitter https://t.co/CfUWShtvyD",2022-09-22 00:59:49+00:00
359,Mgk in horse form #hotd https://t.co/AO1RoBCtYg,2022-09-22 00:59:07+00:00
360,I need to rewatch #HOTD before the time skip,2022-09-22 00:55:56+00:00
361,"Entradas triunfais do Daemon. É isso, esse é o tweet 

#HouseOfTheDragon #HouseOfTheDragonHBO #HouseTargaryen #HOTD #DaemonTargaryen https://t.co/6N7LzcOQsm",2022-09-22 00:52:57+00:00
362,Girl you better stay away from dude.....#HOTD https://t.co/cMTvODxRKO,2022-09-22 00:52:33+00:00
363,#HOTD hitando até nas igrejas https://t.co/Ceg58WuOWN,2022-09-22 00:52:24+00:00
364,Esquivando spoilers de #HOTD y #Andor hasta que por fin pueda verlos. https://t.co/vsgNTUg7B1,2022-09-22 00:51:16+00:00
365,Team Rhaenyra Or Team Alicent? #hotd #gameofthrones #pleeka https://t.co/j5Q0ZfBt07 https://t.co/vGUCSqRJjU,2022-09-22 00:48:12+00:00
366,Which House do you think has the most interesting pre-Targaryen dynasty history? #HouseOfTheDragonHBO #hotd #HouseOftheDragon,2022-09-22 00:47:26+00:00
367,"Every Westerosi when a wedding happens: 

#HouseOfTheDragonHBO #HOTD https://t.co/ETihg3PetM",2022-09-22 00:45:55+00:00
368,"Eu não sei se vocês já ouviram falar do game ""A Plague tale"", um game ambientado no século XII onde havia a chamada ""inquisição"". Pra quem curte #Hotd e está acompanhando a série, o ator Mirim que irá interpretar Joffrey Velaryon, daria um ótimo Hugo de Rune em uma adaptação. https://t.co/wokQvr8RwN",2022-09-22 00:45:20+00:00
369,I know I am 😈😏 #HouseOfTheDragon #hotd #HouseOfTheDragonHBO https://t.co/HtJDqIbLlF https://t.co/eWErxzlCoR,2022-09-22 00:45:03+00:00
370,"You told her daddy and lost your job? 😂😂😂 this show is so messed up. 

#HOTD",2022-09-22 00:43:11+00:00
371,"Behaviors??? Omg 😮😮😮

#HOTD",2022-09-22 00:41:10+00:00
372,"every time i think about allicent walking her miserable hater ass into the reception in that uglass green dress, gagging absolutely NO ONE, my eyes get stick in the back of my skull. her, criston, and that strong boy with the heavy big toe about to ruin lives. and for what? #hotd https://t.co/TxEpwiJBBw",2022-09-22 00:40:52+00:00
373,"Targaryen women hair is always going to be on point.

#HouseOfTheDragon #HOTD
#HouseOfTheDragonHBO https://t.co/NBP6AuD0jy",2022-09-22 00:40:21+00:00
374,"ICYMI: #DoctorWho already has deep ties with the #GOT universe, and now #DavidTennant &amp; #GeorgiaTennant's son, #TyTennant, is a #Targaryen on #HouseOfTheDragon. / #HOTD #GameOfThrones #HBO #HBOMax https://t.co/MRORRJ3cFl",2022-09-22 00:39:42+00:00
375,pensando aqui que se o que a Alicent vai fazer com a Rhaenyra fosse com a Cersei o farol de Hightower ia brilhar verde igual o septo de baelor kkkkj #hotd,2022-09-22 00:37:12+00:00
376,Bouta have that lil dirty metal chain dangling in her face 😂😂😂 #HOTD,2022-09-22 00:36:36+00:00
377,"“Born in the waning days of 114AC, the boy was a large, strapping lad, with brown hair, brown eyes, and a pug nose…the child was given a traditional Velaryon name: Jacaerys (friends and brothers would call him Jace).” #HouseOfTheDragon #hotd #FireandBlood https://t.co/BR14c7fhdw",2022-09-22 00:35:34+00:00
378,"He estado pensando en el encuentro de Daemon y Otto en Dragonstone... si Rhaenyra no hubiera llegado, seguramente Otto hubiera muerto quemado por Caraxes y no hubiera existido la Danza de Dragones 🥴 Am I right?

#HOTD",2022-09-22 00:35:15+00:00
379,"mean girls showed up to Lord Burger king's speech late, and Flowers in the Attic  Uncle Malfoy Daemon didn't quite get to bang his cousin but still killed the vibe, meanwhile the kings guard beat the shit out of the gay secret boyfriend #HOTD",2022-09-22 00:33:39+00:00
380,"Okay....he's definitely a more appropriate match for her. 😂😂😂

#HOTD",2022-09-22 00:32:37+00:00
381,"5 Remaining Episode Titles for House of the Dragon…. 

https://t.co/UWDKLPACRo

#HOTD #HouseoftheDragon #Alicent #Rhaenyra #corlysvelaryon #DaemonTargaryen  #targaryen https://t.co/wNmBr9QKCu",2022-09-22 00:30:45+00:00
382,"Ooooh...I see now...this is gross now. 

#HOTD",2022-09-22 00:27:36+00:00
383,"#HOTD is such an easy rewatch. 

E5 *chef’s kiss*",2022-09-22 00:27:21+00:00
384,"やってみそ。ドラカーリスアプリ。　https://t.co/pOINEexZG9
#HotD #DracarysApp",2022-09-22 00:27:14+00:00
385,"Rhaenyra getting jealous: *D€∆TH STARES*

Daemon getting jealous: friendly smile with a knife on his hand 🤣

#HouseOfTheDragon #HOTD https://t.co/a6XPM46XXa",2022-09-22 00:24:21+00:00
386,Cuando una escena así en #HouseOfTheDragon #Hotd ????https://t.co/EDuHRcWz5s,2022-09-22 00:18:27+00:00
387,Viserys banishing Daemon from Kings Landing for the hundredth time in 4 episodes. #HouseOfTheDragon #HouseOfTheDragonHBO #HOTD https://t.co/ZYJOIM5q5R,2022-09-22 00:18:26+00:00
388,Fanart foda. Aí sim é quando o kisuco começa a ferver #HotD https://t.co/E2EuCVvwNn,2022-09-22 00:17:47+00:00
389,Where are the ser harwin fanfics ?!?! Please send them to meeeee #HOTD #HouseOfTheDragon,2022-09-22 00:16:49+00:00
390,"Daemon Targaryen ou James Potter???? 😍
#HOTD #DaemonTargaryen https://t.co/qZriMMFmzA",2022-09-22 00:12:41+00:00
391,"PACKED show coming your way 🎙

@Great_Katzby is back! 

News:
-#GTA6 Leaks
-#Constantine Sequel
-#RogueSquadron Canceled

-#Andor Breakdown
•Interview / Kyle Soller
-#HOTD Ep. 5 Breakdown
-Nicholas Stoller interview - Director of #BrosMovie, Forgetting Sarah Marshall, Neighbors https://t.co/PZQx4XvyUE",2022-09-22 00:09:32+00:00
392,I feel like Daemon Targaryen enters every scene with this kind of energy. #HouseOfTheDragon #HotD https://t.co/AZGMu0uCGX,2022-09-22 00:09:06+00:00
393,"Viserys after marrying Rhaenyra off to her cousin

#HouseOfTheDragon #HOTD https://t.co/fxkhlNvotl",2022-09-22 00:07:51+00:00
394,✨ @hbomax 👑 @HBO @arch_diamond 🐲 #HOTD https://t.co/JGC5oyDKPX,2022-09-22 00:07:49+00:00
395,"Ion even wanna watch it anymore but I gotsta see it thru, my boy. #Hotd",2022-09-22 00:07:09+00:00
396,"Lionel Strong falou pro Harwin PEGA 

E ele vai levar a sério demais #hotd https://t.co/ILELOBG1S2",2022-09-22 00:06:58+00:00
397,Okay haircut! #HOTD,2022-09-22 00:06:46+00:00
398,"The TRIARCHY 💜🤎♥️
I started calling us that after hearing it on #HOTD https://t.co/cbsDUKl2cf",2022-09-22 00:06:25+00:00
399,Il faut que je regarde des vidéos réaction du dernier épisode de #hotd,2022-09-22 00:05:42+00:00
400,"Presiento que yo voy a ser team green en #HOTD, aunque igual me llegan demasiado los Targaryen pero no sé, siento que los tienen en un pedestal y yo prefiero a los antagonistas con un muy buen background desarrollado. Por ejemplo, Cersei",2022-09-22 00:04:34+00:00
401,"Finally catching up on #HOTD &amp; I never once got incestuous  vibes from Rhaenyra and Daemon. In scenes together, she always seemed proud of him and vice versa; So this was completely unnerving. https://t.co/6FbVJyPkwu",2022-09-22 00:04:20+00:00
402,That lil boy did him like that fr??? #HOTD,2022-09-22 00:02:40+00:00
403,#HOTD https://t.co/dO8jN5OxA4,2022-09-22 00:02:10+00:00
404,#HouseOfTheDragon Our #RhaenyraTargaryen always #HOTD 🥹💗 https://t.co/mYAKIqE5PI,2022-09-22 00:01:42+00:00
405,"Everytime I watch #HouseOfTheDragon and they mention the Hightowers, I think about @IAmSteveHarvey and wonder why they didn't cast him on the show as Mr. Hightower. #HOTD",2022-09-22 00:00:19+00:00
406,Milly Alcock #HOTD https://t.co/4G3326s8yI,2022-09-22 00:00:04+00:00
407,Dragons from Westeros have entered our world. Share your sightings and comment which dragons you think appeared. #DracARys #HOTD https://t.co/GgLnAkwIdi,2022-09-22 00:00:01+00:00
408,episode 5 #HOTD https://t.co/9d0tRuX6zt,2022-09-21 23:59:48+00:00
409,I’m just so sad knowing how it all ends for our Targaryens. No more Targaryens with their silver hair… (I don’t want to hear about Jon Snow being alive)… #HouseOfTheDragon #RhaenyraTargaryen #DaemonTargaryen #HOTD,2022-09-21 23:57:32+00:00
410,i need to say it again harwin strong IS NOT attractive #hotd,2022-09-21 23:57:17+00:00
411,#hotd #HouseOfTheDragon https://t.co/EQF3eULqIm,2022-09-21 23:57:09+00:00
412,"HIS TORSO?!?! That boy wild! 
😂😂😂

#HOTD",2022-09-21 23:56:56+00:00
413,"The Best Cast of the History ❤
#HOTD https://t.co/pOaNnROT2Q",2022-09-21 23:54:08+00:00
414,Finally watching #HOTD Ep. 5 😎,2022-09-21 23:52:35+00:00
415,"It’s always the platinum blondes for me 😒🥀

#RhaenyraTargaryen #DaemonTargaryen #HOTD #hbo https://t.co/vwm1EhuVhE",2022-09-21 23:51:55+00:00
416,e se HOTD tivesse feito Alicent e Rhaenyra casalzinho inves de inimigas¿? #hotd  #HouseOfTheDragon https://t.co/lyR5ECra2e,2022-09-21 23:50:54+00:00
417,teaser episode 5.#HouseoftheDragon       #HOTD https://t.co/0E8EWKegVb,2022-09-21 23:50:42+00:00
418,"Eu ando tão adolescente por causa de #HOTD wue n parece que eu tenho quase 30 e sou casada. Jesus, alguém me ajuda.",2022-09-21 23:48:30+00:00
419,"Just wanna put it out there: 😏💔

#HOTD #HouseOfTheDragon https://t.co/OCIatukGUL",2022-09-21 23:47:59+00:00
420,"If you’re into @GameOfThrones read #FireAndBlood or want to learn the history of @HouseofDragon then WATCH @nerdist BOOK CLUB!! 

https://t.co/Jv3XdhjpX4
#hotd #HouseoftheDragon https://t.co/TqsNRdgBnB",2022-09-21 23:46:47+00:00
421,"sorry #Hotd, I like #andor now https://t.co/1ESycMB9jY",2022-09-21 23:44:37+00:00
422,Sir Criston is down bad. #HOTD,2022-09-21 23:43:25+00:00
423,Is there a character in #HouseOfTheDragon that you initially disliked but have now changed your mind? #hotd #HouseOfTheDragonHBO,2022-09-21 23:42:44+00:00
424,Is there a character in #HouseOfTheDragon that you initially stanned but have now changed your mind? #hotd #HouseOfTheDragonHBO,2022-09-21 23:42:04+00:00
425,"Encontre a diferença entre essas imagens.

Não tem! 
#HOTD #ACasaDoDragao #HouseOfTheDragon https://t.co/aUYUYHlsk8",2022-09-21 23:42:03+00:00
426,The way I just cackled 🤣🤣 #HOTD #BB24 https://t.co/HsUDL12Co2,2022-09-21 23:41:58+00:00
427,"🙉 #HOTD  
Source: https://t.co/kAQKZnuQBd https://t.co/mgEazI3asy",2022-09-21 23:39:35+00:00
428,"I don't know why I feel that this character is from when you get to know them well, they generate a super cool vibe ✨🤍🔥

#HouseOfTheDragon #HOTD https://t.co/3SXqGd8O3g",2022-09-21 23:38:53+00:00
429,I LOVE IT. 🥵🔥🙃 #hotd #HouseOfTheDragon https://t.co/cHThaQaMAL,2022-09-21 23:37:57+00:00
430,#HOTD Ep 5 was WILD.,2022-09-21 23:36:21+00:00
431,"#HOTD #HouseOfTheDragon #HouseOfTheDragonHBO #HouseTargaryen #HouseOfTheDragonEp5 
#ハウドラ 
5話：We Light the Way
＜個人的な評価：10点中8点＞
色々言いたい事はブログで。
小説では逆だったがドラマで、私はRhaenyraより王妃Alicent 派。変わるかもしれないが。
https://t.co/GpCHOFJzpX",2022-09-21 23:36:05+00:00
432,"Massi dougou mais je savais que tôt ou tard le ""dounkouisme"" dina am ci #HOTD 
C'est finito pour moi, je suis toujours choqué quand je les vois 🤮",2022-09-21 23:35:17+00:00
433,I know this is late but... Ser. Harwin. Strong. #HOTD,2022-09-21 23:33:20+00:00
434,#HOTD (house of the doctor) https://t.co/Kakpey9HPb,2022-09-21 23:32:33+00:00
435,ontem assisti #HOTD e cheguei a 01 conclusão https://t.co/PcPGzEj3s2,2022-09-21 23:32:32+00:00
436,"Ficou curioso pra saber como o público e a crítica estão aceitando os episódios de ""A Casa do Dragão""? Então dá só uma olhada! 🔥

E aí, qual foi seu episódio preferido até agora? 🍿

#acasadodragão #houseofthedragon #hotd #gameofthrones #got #targaryen #critica #series #cinema https://t.co/bLktLech2t",2022-09-21 23:32:31+00:00
437,"#ハウス・オブ・ザ・ドラゴン  〜５
まだ子役
サー·クリストン 王妃に言っちゃダメだろ〜💧
真実を知って王妃 黒化の兆し
息子の王位継承に王妃が本気で動き出した感
#HOTD",2022-09-21 23:31:42+00:00
438,Ser Cristen Cole at Rhaenyra's pre wedding dinner party #HouseOfTheDragon #hotd #bb24 https://t.co/mU9NREnTBK,2022-09-21 23:29:45+00:00
439,"Casualidad o coincidencia! 🤣🤯

#HouseoftheDragon #HOTD https://t.co/Si2Ns6bt2r https://t.co/V9nDulZcwA",2022-09-21 23:29:29+00:00
440,We know they don’t have a problem showing actually killing. So why not show us directly that he did it? They showed us what he did in the whorehouse with Rhaenyra even though he sorta lied that he ruined her so why not show the other stuff? #DemDragons #HotD #HouseOfTheDragon https://t.co/ZIsAECTmK2,2022-09-21 23:29:27+00:00
441,"PERDEU TUDO

O drama da princesa #Rhaenyra que perdeu tudo e agora tem que andar de @SuperVia_trens

#HouseOfTheDragon #HOTD https://t.co/jDvf4l86Aw",2022-09-21 23:27:34+00:00
442,Question. Are they ever going to show us Daemon actually doing a deed he’s accused of or are we just supposed to assume maybe/maybe not? The “Heir for a Day” comment and killing Rhea. We never actually see it but he’s accused of it and never said he did. #DemDragons #HotD,2022-09-21 23:26:40+00:00
443,"They just tied that moose up like that for him to kill? Tragic. Smh 

#HOTD",2022-09-21 23:26:38+00:00
444,I can’t believe Sir Criston Cole loose lipped ass thought Rhaenyra was gonna not only give up the throne but also her fucking dragon for his weak ass dick.  #HouseOfTheDragon #hotd,2022-09-21 23:25:16+00:00
445,"People really think Alicent is only mad because of Rhaenyra and her sex life when it's because she lied to her and because Viserys believed Otto about the rumors by sending the tea, yet he still got rid of him #HOTD https://t.co/lCFIJ53REn",2022-09-21 23:25:14+00:00
446,"Lil Ser Fucked Around and Found Out 

Ser Criston said I might be the designated royal THOT but I ain’t no punk. 

Joffrey talking about some “I know all your secr…”***mink mink mink*** #hotd #HouseOfTheDragon #HouseTargaryen #HouseOfTheDragonHBO https://t.co/r1p4PUSZWQ",2022-09-21 23:23:50+00:00
447,"😘💍🗡
#HOTD #HouseOfTheDragon https://t.co/IVmmzqCWxD",2022-09-21 23:21:30+00:00
448,Jpp a l'algérienne #HouseOfTheDragon #HouseOfTheDragonHBO #HOTD https://t.co/BShXH4HN99,2022-09-21 23:20:58+00:00
449,"If you think it was this shot that made everyone thirst for and romanticize #DaemonTargaryen you don't understand women at all. #HouseOfTheDragon #HOTD 

Leaving this as a clue: https://t.co/UpIwoXTsdv https://t.co/fl4OUFv0cQ",2022-09-21 23:20:45+00:00
450,"He releases poisonous beetles and serpents into the chambers of his younger siblings, doesn’t he? 
#HOTD #HouseOfTheDragon https://t.co/LpC5m9ME3N",2022-09-21 23:20:07+00:00
451,"Feast well on these Tweets, small folk. There are days to go yet til your next meal of #HotD #WatchersOnTheWall https://t.co/A29NLpBZYK",2022-09-21 23:15:50+00:00
452,"a Emma Darcy com uma carinha de quem comeu essas 3 
#HouseOfTheDragon #hotd https://t.co/ExlzYYQIzX",2022-09-21 23:12:55+00:00
453,"شيصبرني الحين للحلقة الجاية
#HOTD",2022-09-21 23:12:31+00:00
454,"Yo lo siento, pero me declaro equipo negro🖤
ES QUE MIRA A RHAENYRA XDIOS
 #HouseOfTheDragon 
#hotd https://t.co/XibKsi99Nn",2022-09-21 23:12:08+00:00
455,"Joffrey always spoiling stuff

#HOTD #GOT https://t.co/7U9dftEDcI",2022-09-21 23:07:02+00:00
456,lo que mas me gusto del ep5 de #HouseOfTheDragon #HOTD https://t.co/ya2Qpwmg7e,2022-09-21 23:05:54+00:00
457,"Thinking about how Otto manipulated and put Alicent in a situation she didn't want (marrying the king, becoming queen) and how Alicent is going to the same thing with Aegon (by pushing him to be king).

The cycle never ends. A tragedy, trully.

#HOTD",2022-09-21 23:03:41+00:00
458,#HOTD https://t.co/rO8hFqPI5H,2022-09-21 23:02:31+00:00
459,"النظرات مشاعر لا تتحدث. 
#HouseOfTheDragon | #HOTD https://t.co/w0tN2eVuI5",2022-09-21 23:01:01+00:00
460,Viserys next episode #HOTD #HouseOfTheDragon https://t.co/BCg5ZRhLj7,2022-09-21 22:58:59+00:00
461,"episode 5
1 word
TENSE

#HOTD",2022-09-21 22:58:50+00:00
462,"I keep speculating on how they will end the first season for #HOTD  like….there’s so many spots that they could leave us off. But I’m thinking since the time jump is coming right in the middle of the season….they will season finale at Storm’s End. 

Enough said.",2022-09-21 22:57:43+00:00
463,"Les velaryon la famille avec le + de flow dans #hotd 
Avec le lord le plus stylé et charismatique https://t.co/p7pYAYnc7z",2022-09-21 22:53:07+00:00
464,"There's alot in a name...☕️

#DaemonTargaryen #DamonSalvatore #HOTD #TVD #HouseOfTheDragon #TheVampireDiaries https://t.co/1WvaSxGJ5B",2022-09-21 22:51:51+00:00
465,I think #hotD  being so popular is a double edged sword. Part of the reason it has to move so quickly is because the audience expects something crazy every episode. Would love for like a half season exploring the Laenor/Rhaenyra/Harwin relationship,2022-09-21 22:51:11+00:00
466,"watching ep 5 of #HotD with my mum and it finishes and she just goes ""but why didn't she just marry the uncle then"" lmao mood",2022-09-21 22:49:01+00:00
467,الصراحه اكثر شي بفقده بالنصف الاول من الموسم هم ممثلات شخصيه راينيرا و آليسنت قدمو اداء عظيم محد ينكره ، متحمس اشوف اعمالهم الجايه خاصتا الي مثلت شخصيه راينيرا  #hotd,2022-09-21 22:49:00+00:00
468,Nunca tomei tanto spoiler de uma série na vida. Valeu #hotd,2022-09-21 22:47:58+00:00
469,Last thing I needed was another book. I already packed six for this monthlong at sea exercise. Since I’ll miss about five Sundays worth of #hotd I decided to get the book and delve into the Targaryen backstory. #DemThrones https://t.co/NaXzroLOd0,2022-09-21 22:46:55+00:00
470,Mds mais alguém nesse fim de mundo de cidade assiste #hotd eu preciso surtar sobre isso com alguém,2022-09-21 22:43:33+00:00
471,"I never thought I would be watching #HouseOfTheDragonHBO  for this but here I am ????

#HouseOfTheDragon 
#HOTD 
#daemyra https://t.co/v0AwvfUAqL",2022-09-21 22:43:16+00:00
472,"Broke : Your brain on freefolk
Bespoke : Your freefolk brain on culture war, going full Quartering about criston cole and female screenwriters

 #HOTD 
#HouseOfTheDragon 
#HouseOfTheDragonHBO 
#HouseOfTheDragonEp5 
#HOTDep5 https://t.co/dmRUrPOeXv",2022-09-21 22:42:17+00:00
473,"#SpoilerAlert #HOTD los #PanelaPapi comemos callados, punto para nosotros 😉 https://t.co/0FM5ADvUm6",2022-09-21 22:39:32+00:00
474,"So, do we all agree #DaemonTargaryen is the embodiment of the concept ""slut era"" ? Yes? Wonderful. 🔥💅 #HOTD #HouseOfTheDragon https://t.co/RZkcMAPBP1",2022-09-21 22:39:10+00:00
475,"Although both are fantasy fiction,I felt more connected with house Stark 🐺in GOT than I do with house targaryan in #HOTD it still was more realistic .#HouseOfTheDragon is way too dramatic! I miss the rawness of GOT. Idk how to explain🫠",2022-09-21 22:38:55+00:00
476,"otto hightower, episode 4.
#HouseoftheDragon    #HOTD https://t.co/hFgTRCD6lb",2022-09-21 22:38:12+00:00
477,daemon when he gets a whiff of valyrian coochie #hotd https://t.co/xn8aKKesWR,2022-09-21 22:38:12+00:00
478,"Alicent falando dos ""costumes"" dos Targaryen no ep 4 é muito hipocrisia, já que ela toma certas decisões mais pra frente na história. Falsa puritana e fiscal da virgindade alheia, sendo que estava de papinho com o Viserys pelas costas da melhor amiga.  #hotd  #RhaenyraTargaryen https://t.co/dibDa240sc",2022-09-21 22:37:17+00:00
479,Come join the chat yall #HOTD #HouseOfTheDragon #DemThrones https://t.co/Ib7n2quj4B,2022-09-21 22:36:42+00:00
480,"I would really like to know why I was kicked out of the community ""Dragonstone"". This account blatantly labelled me ""Transphobic"" for not wanting to get my speech policed and yet I am the one who's being canceled here. @LordFleaBottom_ @HOTDsource #HouseOfTheDragon #HOTD https://t.co/A1BDL8Qo54",2022-09-21 22:36:41+00:00
481,Slowly Im being converted from Green to Black. The more i think about the show and book I can really see both sides. At the end of the day its Viserys fault #hotd https://t.co/IOAd1op25H,2022-09-21 22:35:47+00:00
482,"✨✨✨SWOON✨✨✨

#HARWINSTRONG #HOTD #HouseOfTheDragon https://t.co/PxwOZuVWiH",2022-09-21 22:33:10+00:00
483,This is the moment where that bastard Joffrey totally spoiled #HotD https://t.co/5X3GLDl8po,2022-09-21 22:31:40+00:00
484,"Thing about #HotD is, it will probably provide context as to why many in Westeros might have a 😬 reaction &amp; side with fAegon when a Queen with dragons rolls up 200 years from now, but that context is meaningless because GoT wrote out fAegon &amp; made Dany go crazy and do a warcrime",2022-09-21 22:31:19+00:00
485,"King Viserys Targaryen meme #viserystargaryen #targaryen #hotd #houseofthedragon #hbomax #hbo #asoiaf
https://t.co/dgHP3SZJea #meme",2022-09-21 22:30:59+00:00
486,I keep thinking of Ser Harwin Strong 😩😩 #hotd,2022-09-21 22:29:12+00:00
487,"L'épisode 5 de House of the Dragon est complètement dingue sa rappelle des souvenirs de GoT 👀🔥
#HouseOfTheDragon #HOTD",2022-09-21 22:24:55+00:00
488,“slut era” i say as i click play on episodes of #hotd for the 2384993th time in a row,2022-09-21 22:24:11+00:00
489,The green queen #alicent #hotd https://t.co/nVlSGGnDzv,2022-09-21 22:23:49+00:00
490,Can't wait to see this in live action. When the war actually starts this show is going to be on another level of awesomeness with the Dance of the Dragons.🐉Aemond with Vhagar and Lucerys with Arrax at Storm's End. Art by Rudolf Hima. #HouseOfTheDragon #HOTD #HouseOfTheDragonHBO https://t.co/vHik6r0wZ5,2022-09-21 22:22:44+00:00
491,🎥|ميلي آلكوك خلف كواليس الحلقة الخامسة  #HouseOfTheDragon | #HOTD https://t.co/AMuvaT5U3b,2022-09-21 22:20:55+00:00
492,"Please give us your questions/vibes for this week’s podcast with Hot D language writer/creator David J Peterson!

Anha dothrak adakhataan
🔥🔥🔥

#hotd @Dedalvs https://t.co/34TUTgXgbN",2022-09-21 22:20:29+00:00
493,"كل ما ارتاح الملك طلعله ديمون من حيث لا يحتسب😭😭
#DaemonTargaryen #HOTD https://t.co/udQDj5Is2M",2022-09-21 22:14:56+00:00
494,#HOTD occasionally makes me sad.  It makes me realize how amazing The Game of Thrones ending could have been if it was made by someone who gave a sh*t https://t.co/09pSbIZzDF,2022-09-21 22:13:19+00:00
495,"The Hype's Watch returns tonight at 9 p.m est to breakdown the season of #HOTD thus far. We'll be a link soon, stay tuned.",2022-09-21 22:12:01+00:00
496,LOVING THIS! #HOTD #HouseOfTheDragon #HouseOfTheDragonHBO  Art by Gabriel Soares. #Rhaenyra #DaemonTargaryen https://t.co/ud4CovT0mT,2022-09-21 22:11:16+00:00
497,#GameOfThrones #GOT #HouseOfTheDragon #HOTD Fans— tell me some colors/colorways (like they’re some new shoes) of the dragons please,2022-09-21 22:09:59+00:00
498,This new project I'm working on is so much fun. Super steamy with a #Vikings vibes crossed with #HOTD https://t.co/nsbcF7SjIJ,2022-09-21 22:08:44+00:00
499,Now we're seeing green... #chibi #illustration #art #houseofthedragon #hotd #hbo #sketchbook #markerart https://t.co/ULcdSgoLRn,2022-09-21 22:05:44+00:00
500,"The Velaryon children seem to be Strong
#HouseOfTheDragon #HOTD https://t.co/m80E7lzf0w",2022-09-21 22:04:23+00:00
501,"I'm counting the time skips for this season and I believe we'll stop at 4

The first was after Rhaenyra was named heir.

The second is after Alicent was made Queen 

The third is after Rhaenyra's wedding

The fourth will be after [Redacted] [Redacted] #HOTD",2022-09-21 22:03:50+00:00
502,Hawd awn let me schedule a one-on-one with the prince #HOTD https://t.co/IwAARysweB https://t.co/BUz8M6Siry,2022-09-21 22:03:09+00:00
503,love to watch simple straightforward shows with simple character names &amp; family trees #HOTD https://t.co/rgJWUVHe16,2022-09-21 22:01:52+00:00
504,"House of The Dragan
#HotD https://t.co/0Y4TqOC1mc",2022-09-21 22:01:42+00:00
505,"¡Roleación volverá una vez más tras el salto de época!

La administración anuncia que, tras acabar el rol actual, se llevará a cabo una pausa y habrá nueva época.

#roleplay #asoiaf #HOTD https://t.co/SaUoh8zw7N",2022-09-21 22:01:10+00:00
506,"Alicent just like me tbh. She declared war just cuz her bestie didn’t tell her the whole tea 😂

#HouseoftheDragon #hotd #Rhaenyra https://t.co/eElQVU6BsP",2022-09-21 21:58:11+00:00
507,So ture👻 #HOTD https://t.co/6hJ3i0HzQZ,2022-09-21 21:57:41+00:00
508,*every episode #HOTD https://t.co/w26ZYBHMwd,2022-09-21 21:57:32+00:00
509,im tryna prepare myself for the new #HOTD with an entire new cast. imma be confused af,2022-09-21 21:56:21+00:00
510,None of these released scenes make me look good. #HotD https://t.co/Sw47f1vrwN,2022-09-21 21:55:50+00:00
511,"Gossip girl here
Just watched the new episode of House of the Dragon #HOTD #Rhaenyra",2022-09-21 21:55:33+00:00
512,"Nah I just seen a clip for #HOTD and that bitch Alicent got me pissed…and the episode ain’t even air yet 
#HouseOfTheDragon",2022-09-21 21:55:20+00:00
513,"I hate sex scenes. That being said, I will need at least five of them in every single daemyra episode moving forward. 
#HOTD #HouseOfTheDragon #daemyra #DaemonTargaryen #RhaenyraTargaryen",2022-09-21 21:52:45+00:00
514,"Finished episode 5... FTW! What is with westerois and weddings!! #HOTD 

Also, question - ser Criston is allowed to leave the Red keep by Kings guards?",2022-09-21 21:51:13+00:00
515,Rhaenyra about Daemon #HouseOfTheDragon #HOTD #Rhaenyra https://t.co/VtcdSIlKmb,2022-09-21 21:50:43+00:00
516,الملكه تشبه الحلوه اللي بحريم السلطان #hotd,2022-09-21 21:50:41+00:00
517,"Otto Hightower is not some ""political genius"" rather he is a master manipulator who is only looking out for himself. 

Had he truly been a ""political genius"" motivated by keeping the Realm secure, he too would have advised a union between House Valeryon &amp; Targaryen. 

#HOTD",2022-09-21 21:47:34+00:00
518,بشوف #HOTD يارب يستاهل التطبيل اللي جاه,2022-09-21 21:44:29+00:00
